,,,,,,,,,Runs parameters:,,,,,,,,,,,,,,,,,effsize,effsize,effsize,effsize,effsize,effsize,effsize,effsize,effsize,effsize,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,,,Tree,Collapsed tree,Collapsed tree short format,Smallest pp value in tree,plase of smallest pp,The main topologies found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,ChoAco-ortho-disAb33,1.00E-03,1.5,25050,Orthogroups_A3ntax33.nexus,33,1_3_4,A3ntax33,Orthogroups_A3ntax33_run_1.trees.tree,80001,Orthogroups_A3ntax33_run_3.trees.tree,80001,Orthogroups_A3ntax33_run_4.trees.tree,80001,,,0.07,0.00106701,826,826,0.00322892,2182,0.0135648,2134,0.0135004,2256,0.014077,2469,0.0141559,2267,0.0140821,80001,0,1967,0.0043251,1967,0.00432625,80001,0,"""(ACDI:0.002324",NEVE:0.00255,(HYMA:0.006862,(((TRAD:0.00317,HOHO:0.001122)0.99:0.005912,((PLBA:0.008255,MNLE:0.002376)0.99:0.009676,((SARO:0.003551,MOBR:0.007672)0.99:0.008208,(OSCA:0.011836,(SYCI:0.004784,(TEWI:0.004109,AMQU:0.002846)0.99:0.002808)0.99:0.000276)0.99:0.000312)0.99:0.000658)0.69:9.4e-05)0.99:0.000257,(XEBO:0.007902,(((LOGI:0.003202,(HERO:0.007206,CATE:0.002161)0.98:0.000648)0.98:0.000257,(SCMA:0.015241,((IXSC:0.005635,(DRME:0.006898,DAPU:0.004973)0.99:0.000864)0.99:0.000653,(PRPA:0.005323,CAEL:0.002421)0.99:0.010413)0.99:0.001467)0.61:0.000337)0.99:0.000482,(((((XETR:0.002344,(HOSA:0.000619,GAGA:0.001978)0.99:0.000299)0.99:0.000311,DARE:0.001248)0.99:0.002419,CIIN:0.006772)0.99:0.000497,BRFL:0.003348)0.99:0.000278,((SAKO:0.001763,PTFL:0.003113)0.99:0.001173,(STPU:0.002822,"ACPL:0.002379)0.99:0.000662)0.99:0.000501)0.99:0.000347)0.99:0.000158)0.99:0.000709)0.99:0.000739)0.99:0.000997);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,Cho-ortho-disAb36,1.00E-03,1.5,31786,A_srtaregy_3_ntax44_ntax36.nexus,36,,A3ntax36,Orthogroups_A3ntax36_run_1.trees.tree,80001,Orthogroups_A3ntax36_run_2.trees.tree,80001,Orthogroups_A3ntax36_run_3.trees.tree,80001,Orthogroups_A3ntax36_run_4.trees.tree,80001,0.03,0.000459234,682,682,0.019138,700,0.00442929,691,0.00424994,729,0.00601931,773,0.0072279,731,0.00602911,80001,0,740,0.0101357,740,0.0101365,80001,0,"""(ACDI:0.003018",NEVE:0.003136,(HYMA:0.008,(((TRAD:0.003856,HOHO:0.001531)0.99:0.006937,((PLBA:0.0101,MNLE:0.002939)0.99:0.011021,((SARO:0.004368,MOBR:0.009223)0.99:0.009141,(OSCA:0.013939,(SYCI:0.005997,(TEWI:0.004968,AMQU:0.003633)0.99:0.003126)0.93:0.000267)0.99:0.000365)0.99:0.000647)0.98:0.000146)0.99:0.000255,(((SYRO:0.00237,PSVA:0.002225)0.99:0.005774,(NEWE:0.003099,MEST:0.005168)0.99:0.001654)0.99:0.002703,(((SCMA:0.017592,(LOGI:0.00403,(HERO:0.008476,CATE:0.00277)0.99:0.000674)0.99:0.000212)0.95:0.0002,((IXSC:0.006626,(DRME:0.008135,DAPU:0.00596)0.99:0.000936)0.99:0.000762,(PRPA:0.006403,CAEL:0.002888)0.99:0.011635)0.99:0.001817)0.99:0.000419,(((((XETR:0.002643,(HOSA:0.000784,GAGA:0.002262)0.99:0.000303)0.99:0.000377,DARE:0.001425)0.99:0.002626,CIIN:0.007899)0.99:0.00059,BRFL:0.003884)0.99:0.000359,((SAKO:0.002118,PTFL:0.003693)0.99:0.001261,(STPU:0.003402,"ACPL:0.002758)0.99:0.000738)0.99:0.000567)0.99:0.000578)0.99:0.000647)0.99:0.000481)0.99:0.000846)0.99:0.001385);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,Cho-ortho-disAb39,1.00E-03,1.5,34755,Orthogroups_47_ntax39.nexus,39,,A3ntax39,/home/kjurave/revBayes_run/Folder2SecondStepEnded/A3ntax39/Orthogroups_47_ntax39.nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,OpiXen-ortho-disP41,1.00E-03,1.5,31067,table.B4ntax41.nexus,41,,B4ntax41,Orthogroups_47_ntax41_run_1.trees.tree,50001,Orthogroups_47_ntax41_run_2.trees.tree,50001,Orthogroups_47_ntax41_run_3.trees.tree,50001,Orthogroups_47_ntax41_run_4.trees.tree,50001,0.01,0.000201202,511,511,0.0115599,747,0.0118809,739,0.0119524,739,0.0120303,765,0.0118815,741,0.0120153,50001,0,580,0.0102761,580,0.0102789,50001,0,"""(ACDI:0.001301",NEVE:0.00148,(HYMA:0.00388,(((TRAD:0.001785,HOHO:0.000694)0.99:0.003422,((PLBA:0.004547,MNLE:0.001356)0.99:0.005506,(((SYCI:0.00274,OSCA:0.006421)0.99:0.00016,(TEWI:0.002254,AMQU:0.001643)0.99:0.001619)0.99:0.000396,((SARO:0.002218,MOBR:0.004366)0.99:0.003112,(CAOW:0.005741,(SPAR:0.006714,(SPPU:0.003076,((((SCPO:0.006481,SACE:0.007928)0.99:0.001579,MAOR:0.002556)0.99:0.000756,CRNE:0.005451)0.99:0.002739,ALMA:0.006094)0.99:0.000683)0.99:0.002784)0.99:0.000962)0.99:0.000947)0.99:0.001392)0.99:0.000238)0.99:9.8e-05)0.99:0.000144,(XEBO:0.004427,(((SCMA:0.008498,(LOGI:0.001895,(HERO:0.004137,CATE:0.001232)0.99:0.000386)0.99:0.000105)0.99:0.000117,((IXSC:0.003225,(DRME:0.003897,DAPU:0.002837)0.99:0.000533)0.99:0.00041,(PRPA:0.003031,CAEL:0.001396)0.99:0.005968)0.99:0.000953)0.99:0.000257,(((((XETR:0.001385,(HOSA:0.000337,GAGA:0.001157)0.99:0.000171)0.99:0.000192,DARE:0.000729)0.99:0.001403,CIIN:0.003809)0.99:0.000331,BRFL:0.001909)0.99:0.000175,((SAKO:0.001062,PTFL:0.001756)0.99:0.000628,(STPU:0.001645,"ACPL:0.001381)0.99:0.000399)0.99:0.000314)0.99:0.000221)0.99:0.000114)0.99:0.000388)0.99:0.000441)0.99:0.000625);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,OpiAco-ortho-disP44,1.00E-03,1.5,32886,table.B4ntax44.nexus,44,1_3_4,B4ntax44,Outgroups_B4ntax44_run_1.trees.tree,80001,Outgroups_B4ntax44_run_3.trees.tree,80001,Outgroups_B4ntax44_run_4.trees.tree,80001,,,0.00188748,7.84E-05,535,723,0.00681974,543,0.00260274,540,0.00242183,535,0.00452828,550,0.00614179,536,0.00453926,80001,0,1389,0.00292936,1389,0.00293105,80001,0,"""(ACDI:0.001583",NEVE:0.001665,(HYMA:0.003987,(((TRAD:0.002005,HOHO:0.000833)0.99:0.003639,((PLBA:0.004908,MNLE:0.001605)0.99:0.005551,(((SYCI:0.003093,OSCA:0.006663)0.97:0.000144,(TEWI:0.002522,AMQU:0.00187)0.99:0.00162)0.99:0.000378,((SARO:0.002471,MOBR:0.004645)0.99:0.003084,(CAOW:0.00598,(SPAR:0.006879,(SPPU:0.003204,((((SCPO:0.00669,SACE:0.008169)0.99:0.001407,MAOR:0.002884)0.99:0.000628,CRNE:0.005432)0.99:0.00256,ALMA:0.006143)0.99:0.000655)0.99:0.002609)0.99:0.000901)0.99:0.000906)0.99:0.001387)0.99:0.000217)0.99:9e-05)0.99:0.000131,(((SYRO:0.001223,PSVA:0.001139)0.99:0.002889,(NEWE:0.0016,MEST:0.002638)0.99:0.00082)0.99:0.00123,(((SCMA:0.008881,(LOGI:0.002187,(HERO:0.004356,CATE:0.001471)0.99:0.000351)0.99:0.000107)0.99:0.000121,((IXSC:0.003494,(DRME:0.004241,DAPU:0.003063)0.99:0.000495)0.99:0.000408,(PRPA:0.003264,CAEL:0.001603)0.99:0.005966)0.99:0.000955)0.99:0.000212,(((((XETR:0.001466,(HOSA:0.000379,GAGA:0.00123)0.99:0.000157)0.99:0.000183,DARE:0.000832)0.99:0.001403,CIIN:0.004001)0.99:0.000328,BRFL:0.002102)0.99:0.000189,((SAKO:0.001204,PTFL:0.001862)0.99:0.00063,(STPU:0.001791,"ACPL:0.001581)0.99:0.000394)0.99:0.000319)0.99:0.000353)0.99:0.000359)0.99:0.000235)0.99:0.000443)0.99:0.00079);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,HolXen-ortho-disP35,1.00E-03,1.5,30717,table.B5ntax35.nexus,35,,B5ntax35,table.B5ntax35_run_1.trees.tree,:,80001,trees,table.B5ntax35_run_2.trees.tree,:,80001,trees,table.B5ntax35_run_3.trees.tree,:,80001,trees,table.B5ntax35_run_4.trees.tree,:,80001,trees,0.0137873,0.00025244,893,893,0.0135552,3031,0.0163463,2963,0.016155,3288,0.0149208,3680,0.0140299,3303,0.014952,80001,0,1356,0.0137627,1356,0.0137625,80001,0,,,,,"""(ACDI:0.001935",NEVE:0.00217,(HYMA:0.005852,(((TRAD:0.002625,HOHO:0.001002)0.99:0.005064,((PLBA:0.006911,MNLE:0.002021)0.99:0.008372,(((SARO:0.003214,MOBR:0.006634)0.99:0.004459,(SPAR:0.010949,CAOW:0.007519)0.99:0.002479)0.99:0.002179,((SYCI:0.004101,OSCA:0.00986)0.98:0.000226,(TEWI:0.003423,AMQU:0.002468)0.99:0.002404)0.99:0.000528)0.99:0.000386)0.99:0.000135)0.99:0.000213,(XEBO:0.006731,(((SCMA:0.012995,(LOGI:0.002769,(HERO:0.006245,CATE:0.001748)0.99:0.000585)0.99:0.000151)0.99:0.000162,((IXSC:0.004885,(DRME:0.005874,DAPU:0.004261)0.99:0.000769)0.99:0.000573,(PRPA:0.00473,CAEL:0.002076)0.99:0.009036)0.99:0.001415)0.99:0.000371,(((((XETR:0.002013,(HOSA:0.000493,GAGA:0.001682)0.99:0.000252)0.99:0.000274,DARE:0.001054)0.99:0.002039,CIIN:0.00567)0.99:0.000463,BRFL:0.002795)0.99:0.000246,((SAKO:0.001536,PTFL:0.002636)0.99:0.000918,(STPU:0.002461,"ACPL:0.00199)0.99:0.000549)0.99:0.000443)0.99:0.000297)0.99:0.000149)0.99:0.000586)0.99:0.000637)0.99:0.000901);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,HolAco-ortho-disP38,1.00E-03,1.5,32469,table.B5ntax38.nexus,38,,B5ntax38,Orthogroups_B5ntax38_run_1.trees.tree,80001,Orthogroups_B5ntax38_run_2.trees.tree,80001,Orthogroups_B5ntax38_run_3.trees.tree,80001,Orthogroups_B5ntax38_run_4.trees.tree,80001,0.01,0.000280377,925,925,0.0127764,1077,0.0200543,1061,0.0200814,1127,0.0194112,1204,0.0187907,1130,0.0194135,80001,0,1081,0.0189266,1081,0.0189277,80001,0,"""(ACDI:0.002431",NEVE:0.002547,(HYMA:0.006349,(((TRAD:0.003096,HOHO:0.001262)0.99:0.005516,((PLBA:0.007894,MNLE:0.002408)0.99:0.008881,(((SARO:0.003806,MOBR:0.007356)0.99:0.004689,(SPAR:0.011749,CAOW:0.008333)0.99:0.002517)0.99:0.002257,((SYCI:0.004861,OSCA:0.010796)0.94:0.000206,(TEWI:0.003964,AMQU:0.002951)0.99:0.00256)0.99:0.000517)0.99:0.000382)0.99:0.000127)0.99:0.000202,(((SYRO:0.001974,PSVA:0.00184)0.99:0.004695,(NEWE:0.002507,MEST:0.004188)0.99:0.001349)0.99:0.002135,(((SCMA:0.014037,(LOGI:0.003246,(HERO:0.006851,CATE:0.002173)0.99:0.000556)0.99:0.000153)0.99:0.000168,((IXSC:0.005458,(DRME:0.006608,DAPU:0.004793)0.99:0.000737)0.99:0.00059,(PRPA:0.005302,CAEL:0.002456)0.99:0.009379)0.99:0.001483)0.99:0.000323,(((((XETR:0.002194,(HOSA:0.000606,GAGA:0.001836)0.99:0.000247)0.99:0.000277,DARE:0.001178)0.99:0.002104,CIIN:0.006219)0.99:0.00049,BRFL:0.00318)0.99:0.000277,((SAKO:0.001756,PTFL:0.002954)0.99:0.000962,(STPU:0.002762,"ACPL:0.002292)0.99:0.000581)0.99:0.000466)0.99:0.000487)0.99:0.000512)0.99:0.00038)0.99:0.000658)0.99:0.001165);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,Hol-ortho-disP41,1.00E-03,1.5,35030,table.B5ntax41.nexus,41,,B5ntax41,/home/kjurave/revBayes_run/data/ZIP/Orthogroups_B5ntax41.nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,ChoXen-ortho-disP33,1.00E-03,1.5,30751,table.B6ntax33.nexus,33,,B6ntax33,table.B6ntax33_run_1.trees.tree,:,80001,trees,table.B6ntax33_run_2.trees.tree,:,80001,trees,table.B6ntax33_run_3.trees.tree,:,80001,trees,table.B6ntax33_run_4.trees.tree,:,80001,trees,,,,,0.05,0.000579835,728,728,0.0101008,2904,0.0108077,2836,0.0108018,3077,0.0102728,3407,0.0119656,3093,0.0102709,80001,0,1409,0.01085,1409,0.0108518,80001,0,"""(ACDI:0.002157",NEVE:0.002413,(HYMA:0.006564,(((TRAD:0.002918,HOHO:0.001109)0.99:0.005609,((PLBA:0.007937,MNLE:0.002261)0.99:0.009449,((SARO:0.00346,MOBR:0.007507)0.99:0.007707,((SYCI:0.004563,OSCA:0.011232)0.98:0.00026,(TEWI:0.003824,AMQU:0.002753)0.99:0.002695)0.99:0.000392)0.99:0.000614)0.99:0.000146)0.99:0.000244,(XEBO:0.007623,(((SCMA:0.014702,(LOGI:0.003032,(HERO:0.007027,CATE:0.001954)0.99:0.000661)0.99:0.000184)0.91:0.000177,((IXSC:0.005452,(DRME:0.006574,DAPU:0.004744)0.99:0.000829)0.99:0.000608,(PRPA:0.005319,CAEL:0.002237)0.99:0.010197)0.99:0.00159)0.99:0.000413,(((((XETR:0.002246,(HOSA:0.000552,GAGA:0.001879)0.99:0.000276)0.99:0.000309,DARE:0.001149)0.99:0.002278,CIIN:0.0064)0.99:0.000514,BRFL:0.003125)0.99:0.000273,((SAKO:0.001685,PTFL:0.002987)0.99:0.001021,(STPU:0.002755,"ACPL:0.002207)0.99:0.0006)0.99:0.00049)0.99:0.000312)0.99:0.000147)0.99:0.000684)0.99:0.000691)0.99:0.000991);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,ChoAco-ortho-disP36,1.00E-03,1.5,32400,table.B6ntax36.nexus,36,,B6ntax36,Orthogroups_B6ntax36_run_1.trees.tree,80001,Orthogroups_B6ntax36_run_2.trees.tree,80001,Orthogroups_B6ntax36_run_3.trees.tree,80001,Orthogroups_B6ntax36_run_4.trees.tree,80001,0.03,0.000509356,776,776,0.00776437,1041,0.0189476,1026,0.0187696,1080,0.0196831,1143,0.0202134,1082,0.0197067,80001,0,797,0.0151405,797,0.0151414,80001,0,"""(ACDI:0.002714",NEVE:0.002835,(HYMA:0.007258,(((TRAD:0.003473,HOHO:0.001406)0.99:0.006181,((PLBA:0.009114,MNLE:0.00276)0.99:0.010149,((SARO:0.004247,MOBR:0.008555)0.99:0.008086,((SYCI:0.005461,OSCA:0.012383)0.84:0.000242,(TEWI:0.004493,AMQU:0.003327)0.99:0.002888)0.99:0.000384)0.99:0.00061)0.97:0.000135)0.99:0.000228,(((SYRO:0.002211,PSVA:0.002023)0.99:0.005414,(NEWE:0.002851,MEST:0.004746)0.99:0.001547)0.99:0.002473,(((SCMA:0.016052,(LOGI:0.003623,(HERO:0.00781,CATE:0.002429)0.99:0.000641)0.99:0.000181)0.96:0.000185,((IXSC:0.006164,(DRME:0.007451,DAPU:0.005405)0.99:0.000821)0.99:0.000626,(PRPA:0.006238,CAEL:0.002724)0.99:0.010582)0.99:0.001699)0.99:0.000357,(((((XETR:0.002458,(HOSA:0.000684,GAGA:0.002056)0.99:0.000281)0.99:0.000314,DARE:0.001284)0.99:0.002374,CIIN:0.007058)0.99:0.000536,BRFL:0.003572)0.99:0.000306,((SAKO:0.001949,PTFL:0.003369)0.99:0.001085,(STPU:0.003129,"ACPL:0.002556)0.99:0.00063)0.99:0.000516)0.99:0.000522)0.99:0.000556)0.99:0.000446)0.99:0.000721)0.99:0.001284);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,Cho-ortho-disAb39,1.00E-03,1.5,34941,Orthogroups_B6ntax39.nexus,39,1_2_3,B6ntax39,Orthogroups_B6ntax39_run_1.trees.tree,80001,Orthogroups_B6ntax39_run_2.trees.tree,80001,Orthogroups_B6ntax39_run_3.trees.tree,80001,,,0.994925,0.0434136,312,447,0.639892,349,1.2191,347,1.19868,337,1.36068,338,1.47172,338,1.36266,80001,0,312,0.699744,312,0.699741,80001,0,"""(ACDI:0.002514",NEVE:0.002725,(HYMA:0.006584,(((TRAD:0.003294,HOHO:0.001353)0.99:0.005366,((PLBA:0.008052,MNLE:0.002557)0.99:0.008711,((SARO:0.003842,MOBR:0.007597)0.99:0.007061,((SYCI:0.004987,OSCA:0.010917)0.5:0.000182,(TEWI:0.00408,AMQU:0.003055)0.99:0.002452)0.99:0.000298)0.99:0.000538)0.99:0.000145)0.99:0.000225,((((LOGI:0.003545,(HERO:0.007071,CATE:0.002483)0.99:0.000561)0.99:0.000266,(SCMA:0.014066,((IXSC:0.005503,(DRME:0.006788,DAPU:0.004969)0.99:0.000728)0.99:0.000503,(PRPA:0.005423,CAEL:0.002626)0.99:0.009127)0.99:0.001356)0.55:0.000375)0.99:0.000451,((((XETR:0.002396,(HOSA:0.000673,GAGA:0.002004)0.99:0.000215)0.99:0.000268,DARE:0.001388)0.99:0.002216,CIIN:0.006549)0.99:0.000532,BRFL:0.003647)0.99:0.000411)0.99:0.000251,((SAKO:0.00257,PTFL:0.003233)0.99:0.001306,(((XEBO:0.006696,((SYRO:0.00202,PSVA:0.001904)0.99:0.004609,(NEWE:0.002746,MEST:0.004243)0.99:0.001309)0.99:0.000928)0.99:0.001015,(OPFA:0.001073,AUMO:0.004253)0.99:0.001343)0.66:0.00064,(STPU:0.003648,"ACPL:0.003646)0.64:0.000402)0.66:0.000323)0.66:0.00047)0.99:0.000665)0.99:0.000671)0.99:0.001105);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,OpiXen-ortho-neP38,1.00E-03,1.5,24683,OpiXen_ortho_neAb38_1e5_1.5.nexus,38,,C7ntax38,Orthogroups_C7ntax38_run_1.trees.tree,80001,Orthogroups_C7ntax38_run_2.trees.tree,80001,Orthogroups_C7ntax38_run_3.trees.tree,80001,Orthogroups_C7ntax38_run_4.trees.tree,80001,0.01,0.000141089,746,746,0.00988325,1013,0.0115898,993,0.0115984,1052,0.0113645,1138,0.013023,1057,0.0113617,80001,0,1084,0.00877324,1084,0.00877264,80001,0,"""(ACDI:0.001515",NEVE:0.001695,(HYMA:0.004378,(((TRAD:0.002126,HOHO:0.000764)0.99:0.003865,((PLBA:0.005026,MNLE:0.00152)0.99:0.006129,((OSCA:0.007496,(SYCI:0.003069,(TEWI:0.002595,AMQU:0.001821)0.99:0.00183)0.75:0.000171)0.99:0.000397,((SARO:0.002514,MOBR:0.005075)0.99:0.003511,(CAOW:0.006656,(SPAR:0.007595,(SPPU:0.003566,((((SCPO:0.007464,SACE:0.009224)0.99:0.001765,MAOR:0.002988)0.99:0.000784,CRNE:0.006145)0.99:0.003208,ALMA:0.007001)0.99:0.000765)0.99:0.003246)0.99:0.001088)0.99:0.001098)0.99:0.001688)0.99:0.000277)0.97:9.2e-05)0.99:0.000159,(XEBO:0.005064,(((IXSC:0.003703,(DRME:0.004478,DAPU:0.003257)0.99:0.00065)0.99:0.001552,(LOGI:0.002177,(HERO:0.004658,CATE:0.001412)0.99:0.000451)0.99:0.000242)0.99:0.0003,(((((XETR:0.001578,(HOSA:0.000373,GAGA:0.001315)0.99:0.000187)0.99:0.000219,DARE:0.000851)0.99:0.001601,CIIN:0.004389)0.99:0.000345,BRFL:0.002216)0.99:0.000207,((SAKO:0.001203,PTFL:0.001915)0.99:0.000765,(STPU:0.001838,"ACPL:0.001639)0.99:0.000466)0.99:0.00037)0.99:0.000247)0.99:0.00012)0.99:0.000463)0.99:0.000499)0.99:0.00068);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,OpiAco-ortho-neP41,1.00E-03,1.5,26063,Orthogroups_C_7_ntax41.nexus,41,,C7ntax41,Orthogroups_C_7_ntax41_run_1.trees.tree,80001,Orthogroups_C_7_ntax41_run_2.trees.tree,80001,Orthogroups_C_7_ntax41_run_3.trees.tree,80001,Orthogroups_C_7_ntax41_run_4.trees.tree,80001,0.06,0.000703123,865,865,0.00549021,1414,0.0182616,1381,0.0177698,1493,0.0209001,1628,0.0227753,1501,0.020947,80001,0,1694,0.0104319,1694,0.0104321,80001,0,"""(ACDI:0.001332",NEVE:0.001521,(HYMA:0.003866,(((TRAD:0.001844,HOHO:0.000645)0.99:0.003432,((PLBA:0.00449,MNLE:0.001426)0.99:0.005423,(((SYCI:0.002685,OSCA:0.006553)0.84:0.000155,(TEWI:0.002295,AMQU:0.00164)0.99:0.001643)0.99:0.000386,((SARO:0.002219,MOBR:0.004417)0.99:0.003157,(CAOW:0.005865,(SPAR:0.006733,(SPPU:0.003168,((((SCPO:0.006554,SACE:0.008058)0.99:0.001552,MAOR:0.002632)0.99:0.000659,CRNE:0.005439)0.99:0.002802,ALMA:0.006208)0.99:0.00068)0.99:0.002842)0.99:0.000966)0.99:0.00101)0.99:0.001452)0.99:0.000276)0.77:6.4e-05)0.99:0.000145,(XEBO:0.004475,(((SCMA:0.008649,(LOGI:0.001987,(HERO:0.004108,CATE:0.001328)0.99:0.000377)0.99:0.000121)0.95:0.000112,((IXSC:0.003264,(DRME:0.003963,DAPU:0.002854)0.99:0.000536)0.99:0.00042,(PRPA:0.002913,CAEL:0.001459)0.99:0.006004)0.99:0.000958)0.99:0.000264,(((((XETR:0.001413,(HOSA:0.000346,GAGA:0.001172)0.99:0.000166)0.99:0.000182,DARE:0.000777)0.99:0.00145,CIIN:0.003909)0.99:0.000305,BRFL:0.00199)0.99:0.000186,((SAKO:0.001116,PTFL:0.001724)0.99:0.000689,(STPU:0.001647,"ACPL:0.001464)0.99:0.000427)0.99:0.00032)0.99:0.000225)0.99:0.000117)0.99:0.000398)0.99:0.000444)0.99:0.000622);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,Opi-ortho-neAb44,1.00E-03,1.5,34023,Orthogroups_C_7_ntax44.nexus,44,,C7ntax44,Orthogroups_C_7_ntax44_run_1.trees.tree,80001,Orthogroups_C_7_ntax44_run_2.trees.tree,80001,Orthogroups_C_7_ntax44_run_3.trees.tree,80001,Orthogroups_C_7_ntax44_run_4.trees.tree,80001,0.11,0.000870216,418,536,0.0143303,419,0.00314701,418,0.00307901,418,0.00310872,427,0.00315063,419,0.00312403,80001,0,541,0.00640004,541,0.0064012,80001,0,"""(ACDI:0.001622",NEVE:0.001725,(HYMA:0.003991,(((TRAD:0.002111,HOHO:0.000797)0.99:0.003651,((PLBA:0.004815,MNLE:0.001588)0.99:0.005482,(((SYCI:0.003088,OSCA:0.006769)0.97:0.000146,(TEWI:0.002509,AMQU:0.001871)0.99:0.001629)0.99:0.000362,((SARO:0.002471,MOBR:0.004731)0.99:0.003116,(CAOW:0.006125,(SPAR:0.00678,(SPPU:0.003271,((((SCPO:0.006753,SACE:0.008212)0.99:0.001389,MAOR:0.002771)0.99:0.000616,CRNE:0.005559)0.99:0.002582,ALMA:0.006203)0.99:0.000653)0.99:0.002666)0.99:0.0009)0.99:0.000939)0.99:0.001415)0.99:0.000241)0.93:8.5e-05)0.99:0.000135,(((SYRO:0.001224,PSVA:0.001077)0.99:0.002753,(NEWE:0.001551,MEST:0.002504)0.99:0.000801)0.99:0.00114,(((SCMA:0.008881,(LOGI:0.002296,(HERO:0.004382,CATE:0.001533)0.99:0.000346)0.99:0.000153)0.83:0.000113,((IXSC:0.003453,(DRME:0.004302,DAPU:0.003112)0.99:0.000504)0.99:0.000435,(PRPA:0.003263,CAEL:0.001789)0.99:0.005948)0.99:0.000921)0.99:0.000217,(((((XETR:0.001477,(HOSA:0.000371,GAGA:0.001245)0.99:0.000153)0.99:0.000192,DARE:0.000843)0.99:0.00142,CIIN:0.004108)0.99:0.000345,BRFL:0.00215)0.99:0.000213,((SAKO:0.00126,PTFL:0.001828)0.99:0.00065,(STPU:0.001806,"ACPL:0.001648)0.99:0.000422)0.99:0.00032)0.99:0.00037)0.99:0.000372)0.99:0.000237)0.99:0.000463)0.99:0.000788);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
