,,,,,,,,,Runs parameters:,,,,,,,,,,,,,,,,,effsize,effsize,effsize,effsize,effsize,effsize,effsize,effsize,effsize,effsize,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,,,Tree,Collapsed tree,Collapsed tree short format,Smallest pp value in tree,plase of smallest pp,The main topologies found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,47,1.00E-12,1.5,35584,Orthogroups.1e12.1_5.nexus,47,,,/home/kjurave/revBayes_run/data/Orthogroups.1e12.1_5,../../output/Orthogroups.1e12.1_5_run_1.trees.tree,:,80001,trees,../../output/Orthogroups.1e12.1_5_run_2.trees.tree,:,80001,trees,../../output/Orthogroups.1e12.1_5_run_3.trees.tree,:,80001,trees,../../output/Orthogroups.1e12.1_5_run_4.trees.tree,:,80001,trees,maxdiff,:,0.0594493,meandiff,:,0.000726095,bipartition,list,in,:,bpcomp.bplist,consensus,in,:,bpcomp.con.tre,name,effsize,rel_diff,Prior,534,0.00645433,alpha,329,0.0202403,gamma_rates[1],329,0.0199448,gamma_rates[2],314,0.0206276,gamma_rates[3],310,0.0211355,gamma_rates[4],314,0.020672,mu,80001,0,pi[1],624,0.0107685,pi[2],624,0.0107703,rec_mu,80001,0,,,,,,,,,,,,"""(ACDI:0.00117",NEVE:0.001245,(HYMA:0.002636,(((TRAD:0.001505,HOHO:0.00062)0.99:0.002332,((PLBA:0.00326,MNLE:0.001217)0.99:0.00345,(((SYCI:0.002158,OSCA:0.004359)0.93:7.5e-05,(TEWI:0.001737,AMQU:0.001326)0.99:0.000998)0.99:0.000208,((SARO:0.001751,MOBR:0.00314)0.99:0.001896,(CAOW:0.003908,(SPAR:0.004049,(SPPU:0.002373,((((SCPO:0.00571,SACE:0.007006)0.99:0.001109,MAOR:0.002796)0.99:0.000582,CRNE:0.00476)0.99:0.002191,ALMA:0.005489)0.99:0.000809)0.99:0.003912)0.99:0.000753)0.99:0.000644)0.99:0.000936)0.99:0.000147)0.99:6.3e-05)0.99:8.7e-05,((XEBO:0.002541,((SYRO:0.000765,PSVA:0.000766)0.99:0.001663,(NEWE:0.001018,MEST:0.001562)0.99:0.000481)0.99:0.00026)0.99:0.000346,(((SCMA:0.005904,(LOGI:0.001712,(HERO:0.002972,CATE:0.001202)0.99:0.000212)0.99:0.000101)0.98:9.5e-05,((IXSC:0.002386,(DRME:0.003003,DAPU:0.002179)0.99:0.000309)0.99:0.000261,(PRPA:0.002219,CAEL:0.001318)0.99:0.003727)0.99:0.000627)0.99:0.000207,(((((XETR:0.001195,(HOSA:0.000315,GAGA:0.000991)0.99:8.3e-05)0.99:0.000124,DARE:0.000751)0.99:0.001006,CIIN:0.002868)0.99:0.000252,BRFL:0.001742)0.99:0.000253,((SAKO:0.001234,PTFL:0.001371)0.99:0.000588,((OPFA:0.000449,AUMO:0.001639)0.99:0.000491,(STPU:0.00155,"ACPL:0.001632)0.99:0.000179)0.99:0.000168)0.99:0.000156)0.97:0.000116)0.99:0.000108)0.99:0.000218)0.99:0.000295)0.99:0.000548);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,41,1.00E-09,1.5,26125,Orthogroups.Results_41.1e-9.I.1.5_Orthogroups.tsv.mcl.out.nexus,41,,,41.1e-9.I.1.5_Orthogroups.tsv.mcl.out_run_1.trees.tree,:,80001,trees,41.1e-9.I.1.5_Orthogroups.tsv.mcl.out_run_2.trees.tree,:,80001,trees,41.1e-9.I.1.5_Orthogroups.tsv.mcl.out_run_3.trees.tree,:,80001,trees,41.1e-9.I.1.5_Orthogroups.tsv.mcl.out_run_4.trees.tree,:,80001,trees,0.0200997,0.00032122,973,973,0.0150261,2837,0.00466841,2721,0.00492474,3183,0.00359006,3673,0.00268504,3210,0.00355942,80001,0,1656,0.0122065,1656,0.0122057,80001,0,,,,,"""(ACDI:0.001138",NEVE:0.001311,(HYMA:0.003285,(((TRAD:0.001588,HOHO:0.000553)0.99:0.002883,((PLBA:0.003743,MNLE:0.001207)0.99:0.004542,(((SYCI:0.002338,OSCA:0.005537)0.65:0.000123,(TEWI:0.001959,AMQU:0.001409)0.99:0.001372)0.99:0.000306,((SARO:0.001889,MOBR:0.003798)0.99:0.002582,(CAOW:0.004931,(SPAR:0.005309,(SPPU:0.002905,((((SCPO:0.007173,SACE:0.00875)0.99:0.001643,MAOR:0.003265)0.99:0.000833,CRNE:0.00582)0.99:0.003144,ALMA:0.007009)0.99:0.001123)0.99:0.005204)0.99:0.001009)0.99:0.000933)0.99:0.001283)0.99:0.000231)0.89:6.1e-05)0.99:0.000127,(XEBO:0.003777,(((SCMA:0.007329,(LOGI:0.001684,(HERO:0.003493,CATE:0.001144)0.99:0.000312)0.99:9.3e-05)0.98:9.9e-05,((IXSC:0.002797,(DRME:0.00342,DAPU:0.002452)0.99:0.00046)0.99:0.000381,(PRPA:0.002468,CAEL:0.001299)0.99:0.005083)0.99:0.000768)0.99:0.000222,(((((XETR:0.001226,(HOSA:0.000292,GAGA:0.001)0.99:0.000137)0.99:0.000157,DARE:0.000675)0.99:0.001203,CIIN:0.003355)0.99:0.000271,BRFL:0.001686)0.99:0.000163,((SAKO:0.00097,PTFL:0.001446)0.99:0.000575,(STPU:0.001392,"ACPL:0.001292)0.99:0.000352)0.99:0.000271)0.99:0.000193)0.99:9.4e-05)0.99:0.000335)0.99:0.000363)0.99:0.000518);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,44,1.00E-09,1.5,32852,Orthogroups.Results_44.1e-9.I.1.5_Orthogroups.tsv.mcl.out.nexus,44,,,44.1e-9.I.1.5_Orthogroups.tsv.mcl.out_run_1.trees.tree,:,80001,trees,44.1e-9.I.1.5_Orthogroups.tsv.mcl.out_run_2.trees.tree,:,80001,trees,44.1e-9.I.1.5_Orthogroups.tsv.mcl.out_run_3.trees.tree,:,80001,trees,44.1e-9.I.1.5_Orthogroups.tsv.mcl.out_run_4.trees.tree,:,80001,trees,0.0894489,0.0007712,519,737,0.0130458,527,0.013722,525,0.0137224,519,0.0150609,528,0.0158852,520,0.015048,80001,0,955,0.0094481,955,0.00944587,80001,0,,,,,"""(ACDI:0.001389",NEVE:0.001467,(HYMA:0.003348,(((TRAD:0.001815,HOHO:0.000698)0.99:0.003025,((PLBA:0.004134,MNLE:0.001384)0.99:0.004554,(((SYCI:0.002642,OSCA:0.005721)0.98:0.000116,(TEWI:0.002132,AMQU:0.001576)0.99:0.001342)0.99:0.000287,((SARO:0.002137,MOBR:0.004036)0.99:0.002551,(CAOW:0.005139,(SPAR:0.00552,(SPPU:0.003046,((((SCPO:0.007421,SACE:0.008961)0.99:0.00153,MAOR:0.003501)0.99:0.000784,CRNE:0.006058)0.99:0.002906,ALMA:0.007166)0.99:0.001069)0.99:0.004929)0.99:0.000924)0.99:0.00086)0.99:0.001229)0.99:0.000194)0.96:7.6e-05)0.99:0.000105,(((SYRO:0.00098,PSVA:0.000915)0.99:0.002246,(NEWE:0.001262,MEST:0.002065)0.99:0.000661)0.99:0.00091,(((SCMA:0.007474,(LOGI:0.001959,(HERO:0.003686,CATE:0.001319)0.99:0.000288)0.99:0.000112)0.95:9.9e-05,((IXSC:0.002956,(DRME:0.00365,DAPU:0.002632)0.99:0.000426)0.99:0.00036,(PRPA:0.00274,CAEL:0.001526)0.99:0.004915)0.99:0.000758)0.99:0.000175,(((((XETR:0.001284,(HOSA:0.00034,GAGA:0.001086)0.99:0.000125)0.99:0.000162,DARE:0.000759)0.99:0.001183,CIIN:0.003505)0.99:0.000271,BRFL:0.001832)0.99:0.000179,((SAKO:0.001105,PTFL:0.001533)0.99:0.000547,(STPU:0.001539,"ACPL:0.001453)0.99:0.000344)0.99:0.000272)0.99:0.000299)0.99:0.000307)0.99:0.000199)0.99:0.000373)0.99:0.000664);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,47,1.00E-09,1.5,35578,Orthogroups.Results_NEW_47.1e-9.I.1.5_Orthogroups.tsv.mcl.out.nexus,47,3_4,,gen.nexus,Orthogroups.Results_NEW_47.1e-9.I.1.5_Orthogroups.tsv.mcl.out_run_4.trees.tree,:,80001,trees,,,0.0110624,0.000649838,265,483,0.00101293,275,0.00289338,276,0.00302785,267,0.00144913,265,0.000245521,267,0.00144825,80001,0,334,0.00555687,334,0.00555627,80001,0,,,,,"""(ACDI:0.001176",NEVE:0.001245,(HYMA:0.002663,(((TRAD:0.001511,HOHO:0.000637)0.99:0.00234,((PLBA:0.003346,MNLE:0.001262)0.99:0.00344,(((SYCI:0.002176,OSCA:0.004306)0.85:7.3e-05,(TEWI:0.001745,AMQU:0.00135)0.99:0.001006)0.99:0.00021,((SARO:0.001735,MOBR:0.003162)0.99:0.001913,(CAOW:0.003948,(SPAR:0.004126,(SPPU:0.002481,((((SCPO:0.005612,SACE:0.006768)0.99:0.001102,MAOR:0.002764)0.99:0.000539,CRNE:0.004622)0.99:0.002088,ALMA:0.005484)0.99:0.000759)0.99:0.003561)0.99:0.000695)0.99:0.000624)0.99:0.000935)0.99:0.000144)0.99:6.8e-05)0.99:8.6e-05,((XEBO:0.002605,((SYRO:0.000803,PSVA:0.000727)0.99:0.001701,(NEWE:0.00102,MEST:0.00156)0.99:0.000498)0.99:0.000256)0.99:0.000335,(((SCMA:0.005952,(LOGI:0.001725,(HERO:0.003009,CATE:0.001201)0.99:0.000222)0.99:0.00011)0.98:9.2e-05,((IXSC:0.002415,(DRME:0.003034,DAPU:0.002194)0.99:0.000319)0.99:0.000268,(PRPA:0.002224,CAEL:0.001272)0.99:0.003788)0.99:0.000631)0.99:0.000208,(((((XETR:0.001183,(HOSA:0.000292,GAGA:0.001001)0.99:8.5e-05)0.99:0.000124,DARE:0.000754)0.99:0.001011,CIIN:0.00289)0.99:0.00025,BRFL:0.001751)0.99:0.000256,((SAKO:0.001252,PTFL:0.001373)0.99:0.000595,((OPFA:0.000435,AUMO:0.001654)0.99:0.000476,(STPU:0.001584,"ACPL:0.001663)0.99:0.000174)0.98:0.000162)0.98:0.000146)0.97:0.000113)0.98:0.000107)0.99:0.000223)0.99:0.000293)0.99:0.000553);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,41,1.00E-05,1.5,26066,Orthogroups.Results_41.1e-5.I.1.5_Orthogroups.tsv.mcl.out.nexus,41,,,41.1e-5.I.1.5_Orthogroups.tsv.mcl.out_run_1.trees.tree,:,80001,trees,41.1e-5.I.1.5_Orthogroups.tsv.mcl.out_run_2.trees.tree,:,80001,trees,41.1e-5.I.1.5_Orthogroups.tsv.mcl.out_run_3.trees.tree,:,80001,trees,41.1e-5.I.1.5_Orthogroups.tsv.mcl.out_run_4.trees.tree,:,80001,trees,0.0183998,0.000375541,780,780,0.00071676,1217,0.0119523,1203,0.0122456,1224,0.0100159,1288,0.00825934,1228,0.00997867,80001,0,2393,0.0052651,2393,0.0052663,80001,0,,,,,"""(ACDI:0.001138",NEVE:0.001335,(HYMA:0.003335,(((TRAD:0.001612,HOHO:0.000559)0.99:0.002925,((PLBA:0.00383,MNLE:0.001219)0.99:0.004559,(((SYCI:0.002363,OSCA:0.005552)0.72:0.000127,(TEWI:0.001988,AMQU:0.001441)0.99:0.001398)0.99:0.000308,((SARO:0.002002,MOBR:0.003889)0.99:0.002617,(CAOW:0.005045,(SPAR:0.005639,(SPPU:0.002996,((((SCPO:0.007294,SACE:0.008679)0.99:0.001627,MAOR:0.003334)0.99:0.000951,CRNE:0.005937)0.99:0.002921,ALMA:0.007037)0.99:0.000884)0.99:0.004484)0.99:0.000926)0.99:0.000899)0.99:0.001286)0.99:0.00024)0.83:6.2e-05)0.99:0.000129,(XEBO:0.003809,(((SCMA:0.007409,(LOGI:0.001692,(HERO:0.003559,CATE:0.001158)0.99:0.000315)0.99:9.5e-05)0.98:9.9e-05,((IXSC:0.002846,(DRME:0.003466,DAPU:0.002503)0.99:0.000454)0.99:0.000385,(PRPA:0.00251,CAEL:0.001301)0.99:0.005066)0.99:0.000778)0.99:0.000226,(((((XETR:0.001221,(HOSA:0.000307,GAGA:0.001006)0.99:0.000138)0.99:0.000154,DARE:0.000705)0.99:0.001225,CIIN:0.003392)0.99:0.000273,BRFL:0.001707)0.99:0.000167,((SAKO:0.000989,PTFL:0.001493)0.99:0.000584,(STPU:0.001421,"ACPL:0.001317)0.99:0.000356)0.99:0.000268)0.99:0.000196)0.99:9.8e-05)0.99:0.000346)0.99:0.000372)0.99:0.00053);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,44,1.00E-05,1.5,32793,Orthogroups.Results_44.1e-5.I.1.5_Orthogroups.tsv.mcl.out.nexus,44,,,44.1e-5.I.1.5_Orthogroups.tsv.mcl.out_run_1.trees.tree,:,80001,trees,44.1e-5.I.1.5_Orthogroups.tsv.mcl.out_run_2.trees.tree,:,80001,trees,44.1e-5.I.1.5_Orthogroups.tsv.mcl.out_run_3.trees.tree,:,80001,trees,44.1e-5.I.1.5_Orthogroups.tsv.mcl.out_run_4.trees.tree,:,80001,trees,0.0282996,0.000554691,558,826,0.00549213,564,0.00463195,559,0.00453404,558,0.00639531,574,0.00852668,559,0.00640077,80001,0,1492,0.00510393,1492,0.00510249,80001,0,,,,,"""(ACDI:0.001414",NEVE:0.001499,(HYMA:0.003399,(((TRAD:0.001858,HOHO:0.00072)0.99:0.00303,((PLBA:0.004136,MNLE:0.00135)0.99:0.004622,(((SYCI:0.002687,OSCA:0.005776)0.99:0.000126,(TEWI:0.002175,AMQU:0.001629)0.99:0.001364)0.99:0.00029,((SARO:0.002257,MOBR:0.0041)0.99:0.002561,(CAOW:0.005272,(SPAR:0.005733,(SPPU:0.003157,((((SCPO:0.00755,SACE:0.008968)0.99:0.001447,MAOR:0.003584)0.99:0.000847,CRNE:0.006039)0.99:0.00275,ALMA:0.007248)0.99:0.000866)0.99:0.004189)0.99:0.000855)0.99:0.000819)0.99:0.00123)0.99:0.000217)0.59:6.8e-05)0.99:0.000122,(((SYRO:0.000998,PSVA:0.000915)0.99:0.002293,(NEWE:0.001296,MEST:0.002128)0.99:0.000672)0.99:0.000936,(((SCMA:0.007526,(LOGI:0.001997,(HERO:0.00373,CATE:0.001339)0.99:0.000302)0.99:0.000116)0.96:9.9e-05,((IXSC:0.002973,(DRME:0.0037,DAPU:0.00266)0.99:0.000434)0.99:0.000377,(PRPA:0.002731,CAEL:0.001508)0.99:0.00497)0.99:0.000775)0.99:0.000179,(((((XETR:0.0013,(HOSA:0.00033,GAGA:0.001099)0.99:0.000125)0.99:0.000162,DARE:0.000758)0.99:0.001195,CIIN:0.003544)0.99:0.000281,BRFL:0.001853)0.99:0.000184,((SAKO:0.001124,PTFL:0.001557)0.99:0.000552,(STPU:0.001575,"ACPL:0.001472)0.99:0.000348)0.99:0.00027)0.99:0.000307)0.99:0.000314)0.99:0.000202)0.99:0.000375)0.99:0.00068);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,47,1.00E-05,1.5,35502,Orthogroups.Results_NEW_47.1e-5.I.1.5_Orthogroups.tsv.mcl.out.nexus,47,1_2,,Orthogroups.Results_NEW_47.1e-5.I.1.5_Orthogroups.tsv.mcl.out_run_1.trees.tree,:,80001,trees,Orthogroups.Results_NEW_47.1e-5.I.1.5_Orthogroups.tsv.mcl.out_run_2.trees.tree,:,80001,trees,,,0.0236622,0.000498527,260,495,0.00687912,284,0.0101669,285,0.0103341,267,0.0103172,260,0.010086,267,0.0102852,80001,0,672,0.00133493,672,0.00133455,80001,0,,,,,"""(ACDI:0.00121",NEVE:0.001269,(HYMA:0.002671,(((TRAD:0.001532,HOHO:0.000647)0.99:0.002346,((PLBA:0.003248,MNLE:0.001172)0.99:0.003527,(((SYCI:0.002213,OSCA:0.00438)0.84:7.1e-05,(TEWI:0.001756,AMQU:0.001332)0.99:0.001019)0.99:0.000212,((SARO:0.0018,MOBR:0.003179)0.99:0.001939,(CAOW:0.004057,(SPAR:0.004327,(SPPU:0.002481,((((SCPO:0.005706,SACE:0.006642)0.99:0.001069,MAOR:0.002864)0.99:0.000569,CRNE:0.004566)0.99:0.001969,ALMA:0.005352)0.99:0.000646)0.99:0.002997)0.99:0.000634)0.99:0.00058)0.99:0.000931)0.99:0.000151)0.99:6e-05)0.99:8.9e-05,((XEBO:0.002603,((SYRO:0.000743,PSVA:0.000733)0.99:0.001686,(NEWE:0.001036,MEST:0.001601)0.99:0.000488)0.99:0.000264)0.99:0.000345,(((SCMA:0.005968,(LOGI:0.001747,(HERO:0.003023,CATE:0.001221)0.99:0.000222)0.99:0.000106)0.98:9.3e-05,((IXSC:0.002448,(DRME:0.003075,DAPU:0.00223)0.99:0.000317)0.99:0.000261,(PRPA:0.002215,CAEL:0.0013)0.99:0.003799)0.99:0.000632)0.99:0.000212,(((((XETR:0.0012,(HOSA:0.000302,GAGA:0.001011)0.99:8.4e-05)0.99:0.00012,DARE:0.000782)0.99:0.001032,CIIN:0.002927)0.99:0.000254,BRFL:0.001763)0.99:0.00026,((SAKO:0.001256,PTFL:0.001386)0.99:0.0006,((OPFA:0.000433,AUMO:0.001648)0.99:0.0005,(STPU:0.001589,"ACPL:0.001679)0.99:0.000177)0.98:0.000169)0.98:0.000153)0.97:0.000116)0.98:0.00011)0.99:0.000224)0.99:0.000301)0.99:0.000553);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,OpiXen-ortho-disAb41,1.00E-03,1.5,26063,Orthogroups_A_1_ntax41.nexus,41,,A1ntax41,/home/kjurave/revBayes_run/Folder2SecondStepEnded/A1ntax41/Orthogroups_A_ntax41.nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,OpiAco-ortho-disAb44,1.00E-03,1.5,36596,Orthogroups.tsv.out.fasta.nexus,44,,A1ntax44,Orthogroups_47_ntax44_run_1.trees.tree,50001,Orthogroups_47_ntax44_run_2.trees.tree,50001,Orthogroups_47_ntax44_run_3.trees.tree,50001,Orthogroups_47_ntax44_run_4.trees.tree,50001,0.01,0.000188658,314,533,0.00718603,326,0.0106621,326,0.0110122,315,0.00879661,314,0.00874553,315,0.00881681,50001,0,619,0.0111018,619,0.0111012,50001,0,"""(ACDI:0.001625",NEVE:0.001708,(HYMA:0.004057,(((TRAD:0.002085,HOHO:0.00086)0.99:0.003665,((PLBA:0.004919,MNLE:0.00157)0.99:0.005689,(((SYCI:0.003131,OSCA:0.006752)0.97:0.000147,(TEWI:0.002543,AMQU:0.001889)0.99:0.001704)0.99:0.000384,((SARO:0.002468,MOBR:0.004702)0.99:0.003132,(CAOW:0.0061,(SPAR:0.006923,(SPPU:0.003217,((((SCPO:0.006768,SACE:0.008217)0.99:0.001426,MAOR:0.002757)0.99:0.000635,CRNE:0.005479)0.99:0.002592,ALMA:0.006221)0.99:0.00066)0.99:0.002643)0.99:0.000921)0.99:0.000931)0.99:0.001414)0.99:0.000223)0.99:9.3e-05)0.99:0.000136,(((SYRO:0.001213,PSVA:0.001163)0.99:0.003009,(NEWE:0.001632,MEST:0.00269)0.99:0.000854)0.99:0.00125,(((SCMA:0.009042,(LOGI:0.002207,(HERO:0.004432,CATE:0.00148)0.99:0.000354)0.99:0.000108)0.99:0.000122,((IXSC:0.003534,(DRME:0.004292,DAPU:0.003145)0.99:0.000498)0.99:0.000408,(PRPA:0.003411,CAEL:0.00164)0.99:0.006064)0.99:0.000968)0.99:0.000215,(((((XETR:0.001506,(HOSA:0.000381,GAGA:0.001257)0.99:0.000171)0.99:0.000189,DARE:0.000851)0.99:0.001436,CIIN:0.004073)0.99:0.000331,BRFL:0.002138)0.99:0.000192,((SAKO:0.001228,PTFL:0.001971)0.99:0.00063,(STPU:0.001827,"ACPL:0.00158)0.99:0.000401)0.99:0.000324)0.99:0.000356)0.99:0.00036)0.99:0.000241)0.99:0.000448)0.99:0.000792);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,Cho-ortho-disAb47,1.00E-03,1.5,35455,Orthogroups_ntax47_base.nexus,47,,A1ntax47,/home/kjurave/revBayes_run/Folder2SecondStepEnded/A1ntax47/Orthogroups_ntax47_base.nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,HolXen-ortho-disAb35,1.00E-03,1.5,25104,Orthogroups.A2ntax35.nexus,35,,A2ntax35,Orthogroups.A2ntax35_run_1.trees.tree,:,80001,trees,Orthogroups.A2ntax35_run_2.trees.tree,:,80001,trees,Orthogroups.A2ntax35_run_3.trees.tree,:,80001,trees,Orthogroups.A2ntax35_run_4.trees.tree,:,80001,trees,,,,,0.040612,0.000581549,782,797,0.0086546,4289,0.0265106,4173,0.0262468,4676,0.0275846,5144,0.0283382,4700,0.0276146,80001,0,782,0.00423608,782,0.00423436,80001,0,"""(ACDI:0.002028",NEVE:0.002293,(HYMA:0.00601,(((TRAD:0.002777,HOHO:0.001025)0.99:0.005233,((PLBA:0.00724,MNLE:0.002173)0.99:0.008406,(((SARO:0.003333,MOBR:0.006764)0.99:0.004689,(SPAR:0.011249,CAOW:0.008048)0.99:0.002306)0.99:0.002234,(OSCA:0.010428,(SYCI:0.004234,(TEWI:0.003607,AMQU:0.002527)0.99:0.002481)0.93:0.000229)0.99:0.000467)0.99:0.000404)0.94:9.9e-05)0.99:0.000216,(XEBO:0.006932,(((SCMA:0.013473,(LOGI:0.002861,(HERO:0.006356,CATE:0.001919)0.99:0.00057)0.99:0.000166)0.94:0.000158,((IXSC:0.004993,(DRME:0.006104,DAPU:0.004388)0.99:0.000772)0.99:0.000637,(PRPA:0.004634,CAEL:0.002157)0.99:0.009244)0.99:0.001417)0.99:0.000394,(((((XETR:0.002075,(HOSA:0.000531,GAGA:0.001731)0.99:0.00025)0.99:0.000276,DARE:0.001135)0.99:0.002128,CIIN:0.005941)0.99:0.000446,BRFL:0.002935)0.99:0.00026,((SAKO:0.001559,PTFL:0.002699)0.99:0.001057,(STPU:0.002471,"ACPL:0.002094)0.99:0.000594)0.99:0.000464)0.99:0.000326)0.99:0.000166)0.99:0.000601)0.99:0.000664)0.99:0.000922);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,HolAco-ortho-disAb38,1.00E-03,1.5,31885,A_srtaregy_2_ntax38.nexus,38,,A2ntax38,/home/kjurave/revBayes_run/data/ZIP/Done_Orthogroups_A_srtaregy_2_ntax38_nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthogroups,Hol-ortho-disAb41,1.00E-03,1.5,34495,Orthogroups.A2ntax41.nexus,41,,A2ntax41,Orthogroups.A2ntax41,../../output/Orthogroups.A2ntax41_run_1.trees.tree,:,80001,trees,../../output/Orthogroups.A2ntax41_run_2.trees.tree,:,80001,trees,../../output/Orthogroups.A2ntax41_run_3.trees.tree,:,80001,trees,../../output/Orthogroups.A2ntax41_run_4.trees.tree,:,80001,trees,,,,maxdiff,:,0.99655,meandiff,:,0.0203319,bipartition,list,in,:,bpcomp.bplist,consensus,in,:,bpcomp.con.tre,name,effsize,rel_diff,Prior,514,0.455676,alpha,431,0.966251,gamma_rates[1],429,0.951562,gamma_rates[2],429,1.07731,gamma_rates[3],439,1.16883,gamma_rates[4],430,1.07841,mu,80001,0,pi[1],547,0.41562,pi[2],547,0.415621,rec_mu,80001,0,"""(ACDI:0.002316",NEVE:0.002501,(HYMA:0.006062,(((TRAD:0.002983,HOHO:0.001225)0.99:0.004995,((PLBA:0.007408,MNLE:0.002378)0.99:0.007966,(((SARO:0.003444,MOBR:0.006721)0.99:0.004212,(SPAR:0.010532,CAOW:0.007622)0.99:0.002096)0.99:0.002031,(OSCA:0.010082,(SYCI:0.004635,(TEWI:0.003775,AMQU:0.00281)0.99:0.002249)0.89:0.0002)0.99:0.000411)0.99:0.000339)0.99:0.000146)0.99:0.000197,((((SCMA:0.01298,(LOGI:0.003229,(HERO:0.006499,CATE:0.002262)0.99:0.000518)0.99:0.000177)0.95:0.000176,((IXSC:0.005046,(DRME:0.006238,DAPU:0.004597)0.99:0.000657)0.99:0.000496,(PRPA:0.004904,CAEL:0.002325)0.99:0.008454)0.99:0.001396)0.99:0.000399,((((XETR:0.002192,(HOSA:0.000604,GAGA:0.001853)0.99:0.00021)0.99:0.000252,DARE:0.001302)0.99:0.002014,CIIN:0.005985)0.99:0.000506,BRFL:0.003332)0.99:0.000387)0.99:0.000235,((SAKO:0.002341,PTFL:0.002958)0.99:0.001229,(((XEBO:0.006168,((SYRO:0.001879,PSVA:0.001809)0.99:0.004243,(NEWE:0.002547,MEST:0.003925)0.99:0.001236)0.99:0.000842)0.99:0.000939,(OPFA:0.00101,AUMO:0.003945)0.99:0.001262)0.74:0.000571,(STPU:0.003143,"ACPL:0.003203)0.97:0.000475)0.74:0.00034)0.74:0.00043)0.99:0.000616)0.99:0.00063)0.99:0.001019);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
